longitude,latitude,population,hs age,ave rm,ave br,ave occ,income,value
-117.34,33.94,7910,13,2.9,1,6.7,5.6,214500
-121.27,38.65,2787,25,2.4,1.2,5.3,2.9,159800
-117.08,32.82,5177,10,2.7,1.1,6.3,6,271700
-117.07,33.14,2546,16,4.1,1.1,6.2,4.7,160600
-117.08,33.16,6341,11,2.8,1.1,6.5,4.9,206700
-121.24,37.97,886,47,2.8,1,4.7,2.2,67200
-122.37,37.56,7189,21,2.9,1,8.5,11.7,500001
-122.2,37.43,2223,40,2.5,1,5.3,5.2,444500
-121.94,37.26,2104,43,2.8,1,5.2,4.9,238000
-122.04,37.34,3694,19,2.5,1.1,3.8,3.7,271500
-119.05,34.19,143,39,3.4,1.1,4.3,2.9,275000
-118.68,34.33,121,45,2.5,0.9,4.5,3,325000
-122.25,37.82,3959,26,1.4,1,3.3,3,255000
-122.19,37.79,2718,45,2.4,1,6,4.7,231800
-122.09,37.68,1382,41,2.2,1.1,4.4,3.5,197500
-122.06,37.99,1319,17,1.4,1.2,4.9,1.8,137500
-115.37,32.82,1602,30,3.4,1,4.8,3.6,71100
-118.96,35.37,1025,32,3.7,1.1,4.3,2,53400
-118.22,34.08,1709,34,4.2,1.1,3.4,2,152100
-118.35,34.03,2043,42,3.3,1,4.1,2,125400
-118.4,34.04,3863,43,2.7,1.1,7.6,8.6,500001
-118.04,33.87,2358,17,3.8,1.1,6.5,6.3,285800
-118.36,33.86,1865,34,3.2,1.1,6.2,5.5,305900
-117.78,33.82,6208,12,3.3,1,8.4,9.2,413700
-117.78,33.51,1833,44,1.9,1.2,6.8,6.6,500001
-117.93,33.85,1026,25,5.8,1,3.6,4.2,163900
-117.94,33.78,2627,34,3.1,1,5.8,4.8,199200
-117.97,33.88,1344,9,2,1.1,5.1,5.1,185100
-116.76,33.46,1251,6,2.5,1.2,5.8,3.1,173400
-116.42,33.51,186,26,2.6,1.2,4.8,2.6,103100
-121.47,38.51,20,52,8.2,0.4,2.2,3.6,80000
-121.34,38.69,1968,17,3,1.1,6,3.7,114300
-121.23,38.65,2926,19,2.8,1,6.1,4.6,212900
-117.32,33.22,4784,15,1.8,1.1,4.9,2.4,108900
-122.45,37.77,2296,52,2.2,1.1,4.9,4.1,500000
-122.43,37.75,4850,40,1.9,1,5.1,5.1,356100
-121.22,37.8,1038,37,2.5,1.1,4.9,2.1,91900
-119.64,34.43,1872,32,2.5,1.1,6.3,4.6,500001
-121,37.63,2051,49,3.3,1.1,4.4,1.6,80900
-121.29,37.33,48,36,3.4,1.5,6,4,75000
-118.77,34.27,1658,10,3.2,0.9,5,4.8,209900
-122.03,37.6,2077,24,3.8,1,5.3,4.6,214700
-120.44,36.84,1563,29,3.1,1,5.4,2.8,90500
-118.53,34.17,6430,18,2.2,1.1,4.8,3.9,243800
-118.3,33.76,9659,18,2.6,1,5.8,5.8,290500
-118.11,34.02,1727,40,3,1,5.5,4,210200
-118.07,33.89,1819,32,4.7,1.1,5.1,3.6,146000
-118.1,33.81,856,36,2.8,0.9,5.2,5.2,246000
-121.89,36.6,656,19,1.4,1.2,3.8,1.3,500000
-117.8,33.7,1549,5,2.1,1.1,4.4,5.3,194000
-117.85,33.73,1499,28,5.6,1,2.5,2.5,115000
-116.18,33.69,89,17,3.8,0.9,4.2,2.4,155000
-121.36,38.67,2770,17,2.4,1.1,4.4,2.4,82500
-117.7,34.08,1979,10,2.9,1.2,5.1,3.8,107300
-117.22,32.84,2691,19,3.2,1,7.4,8.1,363600
-121.31,38.01,2575,22,2.1,1.1,4,1.4,90500
-122.49,37.67,5275,35,3.4,1.1,6.3,4.7,266400
-120.46,34.64,2364,26,2.9,1.1,4.5,1.9,129400
-121.97,37.35,1880,35,2.9,1.2,5.9,4.2,269900
-121.97,36.98,2813,17,2.8,1,5.9,3.7,252400
-122.16,38.07,6360,14,2.6,1.1,5.6,4.5,190300
-122.12,37.7,3495,41,2.5,1.1,4.7,2.7,144900
-122.04,37.59,1727,14,4.1,1.1,6.3,5.3,243600
-121.98,37.53,2829,28,3,1.1,5.2,4.6,223200
-119.58,36.83,6135,13,3.2,1.1,7.9,5.5,156700
-117.7,35.6,2678,16,3,1,5.5,3.9,70200
-118.62,34.2,2421,29,2.9,1,6.2,5,244800
-118.07,34.17,2415,36,2.9,1,5.9,5.5,326100
-118.22,33.94,928,41,4.7,1.1,3.9,3.4,144600
-116.22,33.73,1695,38,4.2,1.2,5.6,2.1,68500
-117.73,34.01,2340,36,3.1,1,6,4.1,213000
-120.83,35.32,3252,11,2.8,1.1,4.9,3.2,183200
-122.33,37.53,1729,25,2.2,1.1,4.9,4,458500
-122.22,37.47,7740,23,2.4,1.1,4.4,3.3,322800
-119.59,34.43,2718,28,2.4,1.2,6.2,4.2,500001
-122.14,37.67,1487,36,2.6,1,6.1,4.1,196200
-119.74,36.73,1236,42,3.6,1,4.7,2.1,50000
-119.77,36.76,1945,43,3.5,1,4.6,1.5,54600
-120.51,36.86,1779,21,3.9,1.1,4.8,2.4,71900
-119.27,35.49,2649,39,3.3,1.1,4.8,2.4,65400
-118.43,34.23,1225,35,3.1,1,5.3,3.4,176500
-118.28,34.09,2273,52,2.5,1.1,3.8,2.3,196500
-118.19,34.05,349,37,4.3,1.2,5.5,3.2,125000
-118.28,33.99,1971,37,3.6,1.1,4.3,1.5,103000
-118.23,34.15,1649,26,2.8,1.1,3.4,3.1,257100
-117.95,34.02,1129,19,4,1.1,5,3.9,135600
-118.16,34.01,931,36,3.1,1.1,4,1.8,142800
-118.26,33.92,3320,42,3.3,1.1,5.3,2,104600
-118.32,33.93,1536,34,2.8,1,5.4,5,157800
-118.3,33.87,3144,27,2.2,1.1,4.6,3.2,214700
-118.33,33.83,13038,5,2.1,1.1,5.2,5.5,286400
-118.6,34.07,319,16,2.3,0.9,5,4.6,433300
-122.31,38.3,3023,45,2.7,1,4.6,3.6,126000
-122.3,38.29,1701,25,2.6,1.1,4.3,3,142100
-117.78,33.89,9729,7,3.4,1,8,8.9,415300
-118,33.81,2970,33,3.5,1,5.5,4.4,201800
-118.02,33.84,3473,35,3.6,1,6,4.5,214100
-116.99,33.99,4227,22,3,1.1,6.8,4.7,195900
-121.34,38.61,1778,22,2.3,1.1,4.7,2.6,142200
-117.26,32.82,5846,34,2.4,1.1,7.8,8.5,500001
-122.45,37.72,964,45,3.1,0.9,4.8,2.9,228900
-121.34,38.03,4213,20,2.9,1.1,5.9,4.4,130800
-121.77,37.22,3992,16,3.8,1,7.2,6.7,299300
-121.04,37.66,1658,11,3.1,1,5.6,4.2,162800
-119.26,35.87,1590,24,4.5,1.1,4.3,1.6,47600
-119.15,34.25,3511,36,4.3,1,5.1,4.1,186800
-121.86,37.7,9621,13,3.2,1,6.9,6.7,313700
-118.45,34.18,1843,34,2.1,1.1,4.4,3.7,246400
-118.18,34.07,2616,28,3.6,1,4.2,2.7,156000
-117.97,33.99,3335,23,2.8,1,6,5.7,300300
-118.04,34.18,3134,37,2.4,1.1,6.2,5.3,455400
-118.08,33.99,1683,38,4,1,5,3.6,170700
-118.32,33.9,1741,36,2.9,1,4.1,4.1,210300
-118.36,33.88,2408,33,3.1,1,4.6,4.2,236800
-121.67,36.67,3071,24,2.6,1,5.5,3.9,222500
-117.79,33.68,2106,10,3,1,6.3,8.7,375300
-121.26,38.68,3080,4,1.8,1.2,4.5,2.7,133000
-117.25,32.79,1627,25,1.9,1,4.3,3.6,317100
-117.06,32.61,1630,23,3,0.9,3.9,2.6,131100
-120.44,34.96,1228,39,2.5,1.1,3.6,1.9,113300
-122.04,36.98,1076,51,2.5,1,5.4,2.9,258300
-120.41,37.88,744,16,2.6,1.2,6.1,4.4,87500
-121.52,38.59,6418,35,2.6,1,4.3,1.7,69100
-120,38.87,1437,12,2.7,1.9,10,4.2,127600
-122.64,38.95,1503,28,2,1.4,5.6,1.2,68900
-121.03,40.35,5486,52,2.6,1.4,7.3,2.2,49500
-118.31,34.09,720,28,3.4,1,2.7,1.9,100000
-118.39,34.1,6310,30,2,1.1,7.2,8.9,500001
-118.25,34.16,3700,14,1.9,1,4.1,3.9,200000
-117.83,34.1,11026,18,2.8,1,5.7,4.1,231100
-118.18,33.88,882,47,3.1,1.1,5.1,4.6,163000
-118.14,34.69,1379,48,2.3,1.1,4.5,2.1,94900
-117.92,33.87,1597,33,4.5,1,3.8,3.1,157800
-117.85,33.89,3326,24,3.3,1,6.7,5.7,240600
-117.93,33.79,2363,36,3.2,1,6,4.1,190800
-121.23,40.01,725,38,1.9,1.7,6.3,1.6,75000
-117.38,33.94,2468,21,3,1,6.4,4.1,136800
-121.41,38.69,1601,28,2.8,1,5.3,3.6,105200
-121.57,38.19,1395,36,2.9,1.1,5.7,2.4,162500
-117.66,34.08,3659,33,2.9,1,6,3.9,157200
-117.18,34.07,1306,28,3.5,1.1,5.1,2.1,75300
-117.1,32.74,1772,30,3.1,1.1,4,2.4,94100
-117.23,33.19,2554,22,2.7,1.1,6.1,3.6,192500
-121.25,37.92,2109,19,4.1,1,5,2.4,66000
-120.52,35.24,4413,5,2.8,1.1,6.1,5,253300
-119.61,34.43,2665,16,2.6,1.3,8.6,9,500001
-122.14,37.38,2859,26,2.8,1,8.5,10.4,500001
-121.8,37.26,1394,26,3.1,0.8,4.4,4.9,195000
-121.14,37.47,2427,38,2.7,1,5.1,2.9,115200
-121.53,39.44,1340,26,2.8,1.1,5.6,2.6,57100
-121.83,38,6365,15,2.6,1.1,4.4,2.5,103600
-121.92,38.02,1840,16,3.8,1.1,5.4,4.2,125000
-119.61,36.59,2842,10,2.5,1.1,4.9,2.3,92700
-118.3,34.06,2512,23,3.3,1.1,2.3,1.8,322200
-118.28,33.97,2180,40,3.9,1,3.5,1.6,90100
-118.44,34.05,3970,22,2,1.1,5,4.9,500001
-118.42,34.02,2664,26,2.2,1.1,3.4,3.4,301900
-118.29,33.73,2492,21,2.5,1.1,3.7,2.1,242300
-118.11,33.85,887,36,3.1,1,5.7,4.1,219500
-118.16,33.79,5463,25,2.6,1.1,4.6,3.2,199100
-118.32,33.82,2587,25,2.4,1,5.1,4.4,382100
-118.36,33.81,9042,25,2.3,1,4.7,4.6,378800
-118.36,34.09,3463,33,1.6,1,3.1,2,243800
-121.77,36.87,424,37,4.2,1,6.6,3.3,293800
-117.84,33.66,665,5,2.3,1,3.9,4.6,230400
-117.05,32.58,1918,23,4.1,1,5.6,4.1,134800
-122.02,37.26,2411,24,2.8,1,8.1,10.3,500001
-122.06,37.33,1945,29,3,1,7.1,8.2,498800
-122.75,38.41,3150,17,3,1,5.2,4,165000
-120.85,37.77,651,20,2.8,1,4.3,2.1,77300
-119.09,34.24,10214,17,2.6,1.2,7.7,5.4,452100
-122.3,37.88,1647,46,2.4,1.1,4.6,2.9,144800
-120.71,38.85,1877,8,2.7,1.5,5.8,3.5,120100
-119.67,36.81,1262,4,3.1,1.1,6.3,4.9,114400
-124.15,40.78,2112,36,2.3,1,5.7,3.4,90000
-119.06,35.36,1228,9,1.9,1.1,5.8,4.3,95200
-118.29,34.11,2850,49,2.9,1,7.5,13,500001
-118.4,34.04,1298,42,2.2,0.9,6.8,12.8,500001
-118.09,33.93,1585,36,3.5,0.9,4.6,4.5,183400
-117.88,33.9,1705,15,1.6,1,3.6,3.5,114400
-118.07,33.8,1391,22,2.8,1.2,4.7,3.9,218200
-118.03,33.81,3635,26,3.3,1,6.7,5.7,237400
-117.22,33.8,5284,3,3.7,1.3,7.3,4.1,126500
-121.44,38.57,3080,52,2,1.1,6.2,3.8,164500
-116.99,34.89,2741,24,3,1.1,5.3,3.5,70500
-117.23,32.73,2052,36,2.6,1.1,7.7,7.6,441400
-117.14,32.8,1267,35,3.5,1,6.2,2.5,169600
-122.42,37.77,4226,52,2.1,1.1,3.4,2.6,325000
-122.45,37.73,1350,52,3.1,1,5.5,3.2,266200
-121.92,37.34,2101,42,2.3,1,4,3.6,239200
-122.24,40.51,2216,23,3,1.1,6.6,4.6,116800
-121.39,39.12,10035,28,3.8,1,5.5,2.1,108300
-122.17,37.78,1524,42,2.4,1,5.7,3.7,157300
-122.06,37.64,1655,20,2,1.1,3.9,3.6,350000
-122.08,37.92,2377,28,2.5,1.1,5.5,4.5,250000
-117.06,32.71,2397,11,3.1,1,4.7,3.9,145200
-117.05,32.69,831,8,4.8,1,5.4,5.4,165500
-117.05,32.75,1718,43,2.5,1,5.1,2.7,133700
-122.43,37.74,1514,52,2.4,1,5,5.3,300900
-122.2,37.4,2612,30,3,1,8.1,10,500001
-122.11,37.11,1993,46,2.6,1.2,6.1,5.2,206800
-122.9,41.46,1277,31,2.5,1.1,5.3,1.7,61700
